# Chua circuit — regime 3: period_doubled
time_ms,x_V,y_V,z_V
133060.891,-1.6453,0.3828,0.5537
133060.953,-0.6148,0.4121,0.2729
133061.000,-0.0775,0.0214,-0.1117
133061.047,-0.9127,-0.2216,-0.1349
133061.094,-1.8639,-0.0495,0.2473
133061.156,-1.5696,0.3584,0.5122
133061.203,-0.6709,0.3681,0.2399
133061.250,-0.4438,-0.0189,-0.1422
133061.297,-1.4414,-0.2473,-0.0800
133061.359,-2.0433,0.0592,0.3877
133061.406,-1.3559,0.4573,0.5305
133061.453,-0.4060,0.3168,0.1386
133061.500,-0.1313,-0.0678,-0.1606
133061.547,-1.2350,-0.2277,-0.0690
133061.594,-1.9164,0.0531,0.3510
133061.641,-1.3486,0.4280,0.4902
133061.703,-0.5159,0.2802,0.1178
133061.750,-0.6477,-0.1227,-0.1838
133061.797,-1.7186,-0.2143,0.0348
133061.844,-1.9713,0.1911,0.4792
133061.891,-1.0433,0.4768,0.4512
133061.953,-0.2241,0.2045,0.0250
133062.000,-0.3059,-0.1459,-0.1752
133062.047,-1.5379,-0.1862,0.0372
133062.094,-1.8675,0.1801,0.4475
133062.156,-1.0556,0.4341,0.4194
133062.203,-0.4206,0.1703,0.0055
133062.250,-0.9274,-0.2045,-0.1862
133062.297,-1.9200,-0.1422,0.1801
133062.359,-1.7747,0.3291,0.5415
133062.406,-0.7381,0.4512,0.3291
133062.453,-0.1032,0.0824,-0.0702
133062.500,-0.6624,-0.1996,-0.1642
133062.547,-1.7759,-0.1142,0.1679
133062.594,-1.7063,0.2973,0.5000
133062.641,-0.8040,0.4060,0.3132
133062.703,-0.3987,0.0543,-0.0934
133062.750,-1.2436,-0.2448,-0.1361
133062.797,-2.0324,-0.0263,0.2998
133062.844,-1.5464,0.4133,0.5537
133062.891,-0.5366,0.3803,0.2192
133062.953,-0.0751,-0.0043,-0.1264
133063.000,-1.0043,-0.2265,-0.1203
133063.047,-1.8944,-0.0214,0.2790
133063.094,-1.5012,0.3742,0.5073
133063.156,-0.6221,0.3486,0.2009
133063.203,-0.4866,-0.0482,-0.1508
133063.250,-1.5232,-0.2424,-0.0470
133063.297,-2.0360,0.1007,0.4158
133063.359,-1.2692,0.4670,0.5110
133063.406,-0.3535,0.2888,0.1044
133063.453,-0.1703,-0.0910,-0.1691
133063.500,-1.3278,-0.2216,-0.0446
133063.547,-1.9127,0.0885,0.3803
133063.594,-1.2741,0.4243,0.4780
133063.641,-0.4915,0.2631,0.0824
133063.703,-0.7247,-0.1496,-0.1899
133063.750,-1.7857,-0.1947,0.0702
133063.797,-1.9335,0.2253,0.5037
133063.844,-0.9652,0.4744,0.4219
133063.891,-0.1862,0.1740,-0.0031
133063.953,-0.3779,-0.1557,-0.1789
133064.000,-1.6013,-0.1728,0.0714
133064.047,-1.8382,0.2094,0.4621
133064.094,-1.0055,0.4365,0.4035
133064.156,-0.4072,0.1532,-0.0128
133064.203,-0.9884,-0.2118,-0.1789
133064.250,-1.9481,-0.1239,0.1874
133064.297,-1.7589,0.3364,0.5452
133064.359,-0.6893,0.4341,0.3132
133064.406,-0.0836,0.0702,-0.0812
133064.453,-0.7332,-0.2070,-0.1618
133064.500,-1.8065,-0.0934,0.1911
133064.547,-1.6709,0.3095,0.5000
133064.594,-0.7662,0.3950,0.2900
133064.641,-0.4035,0.0336,-0.1093
133064.703,-1.2998,-0.2582,-0.0995
133064.750,-2.0397,-0.0031,0.3339
133064.797,-1.4939,0.4304,0.5488
133064.844,-0.5024,0.3608,0.1996
133064.891,-0.0910,-0.0214,-0.1361
133064.953,-1.0690,-0.2302,-0.1105
133065.000,-1.9029,0.0116,0.3132
133065.047,-1.4414,0.4121,0.5085
133065.094,-0.5830,0.3266,0.1801
133065.156,-0.5293,-0.0739,-0.1691
133065.203,-1.5867,-0.2363,-0.0275
133065.250,-2.0226,0.1276,0.4390
133065.297,-1.2033,0.4744,0.4988
133065.359,-0.3107,0.2558,0.0751
133065.406,-0.2009,-0.1044,-0.1740
133065.453,-1.3889,-0.2118,-0.0165
133065.500,-1.9029,0.1154,0.4048
133065.547,-1.2179,0.4316,0.4646
133065.594,-0.4780,0.2338,0.0702
133065.641,-0.7503,-0.1557,-0.1923
133065.703,-1.8272,-0.1838,0.0958
133065.750,-1.9042,0.2558,0.5183
133065.797,-0.9042,0.4792,0.4109
133065.844,-0.1569,0.1545,-0.0165
133065.891,-0.4255,-0.1654,-0.1764
133065.953,-1.6490,-0.1618,0.0897
133066.000,-1.8126,0.2302,0.4744
133066.047,-0.9579,0.4267,0.3767
133066.094,-0.4011,0.1239,-0.0348
133066.156,-1.0433,-0.2216,-0.1703
133066.203,-1.9689,-0.0971,0.2192
133066.250,-1.7149,0.3571,0.5525
133066.297,-0.6770,0.4304,0.3034
133066.359,-0.0922,0.0458,-0.0983
133066.406,-0.8053,-0.2131,-0.1557
133066.453,-1.8321,-0.0824,0.2118
133066.500,-1.6380,0.3291,0.5073
133066.547,-0.7259,0.3913,0.2753
133066.594,-0.4145,0.0201,-0.1166
133066.641,-1.3474,-0.2485,-0.1081
133066.703,-2.0433,0.0165,0.3437
133066.750,-1.4512,0.4365,0.5366
133066.797,-0.4756,0.3462,0.1777
133066.844,-0.1007,-0.0360,-0.1435
133066.891,-1.1190,-0.2289,-0.0983
133066.953,-1.9066,0.0140,0.3168
133067.000,-1.4328,0.3987,0.5037
133067.047,-0.5623,0.3095,0.1545
133067.094,-0.5635,-0.0897,-0.1752
133067.156,-1.6343,-0.2277,-0.0067
133067.203,-2.0079,0.1410,0.4524
133067.250,-1.1471,0.4731,0.4768
133067.297,-0.2778,0.2436,0.0592
133067.359,-0.2314,-0.1129,-0.1716
133067.406,-1.4402,-0.2057,0.0079
133067.453,-1.8968,0.1361,0.4170
133067.500,-1.1654,0.4365,0.4524
133067.547,-0.4573,0.2204,0.0519
133067.594,-0.8004,-0.1740,-0.1923
133067.641,-1.8419,-0.1789,0.1020
133067.703,-1.8626,0.2778,0.5269
133067.750,-0.8516,0.4646,0.3828
133067.797,-0.1361,0.1361,-0.0287
133067.844,-0.4976,-0.1789,-0.1752
133067.891,-1.6941,-0.1484,0.1129
133067.953,-1.7845,0.2448,0.4805
133068.000,-0.9054,0.4255,0.3608
133068.047,-0.3950,0.1081,-0.0495
133068.094,-1.1068,-0.2277,-0.1606
133068.156,-1.9969,-0.0788,0.2448
