# Chua circuit — regime 1: fixed_point
time_ms,x_V,y_V,z_V
109989.859,-1.2619,0.1068,0.1764
109989.906,-1.2607,0.1056,0.1752
109989.953,-1.2619,0.1056,0.1728
109990.000,-1.2607,0.1068,0.1764
109990.055,-1.2619,0.1081,0.1764
109990.102,-1.2607,0.1068,0.1752
109990.148,-1.2582,0.1068,0.1752
109990.211,-1.2619,0.1093,0.1740
109990.258,-1.2619,0.1056,0.1764
109990.305,-1.2619,0.1056,0.1752
109990.352,-1.2619,0.1056,0.1740
109990.398,-1.2607,0.1056,0.1740
109990.453,-1.2619,0.1093,0.1752
109990.508,-1.2619,0.1056,0.1777
109990.555,-1.2595,0.1056,0.1740
109990.609,-1.2607,0.1056,0.1740
109990.656,-1.2631,0.1105,0.1752
109990.703,-1.2631,0.1032,0.1764
109990.750,-1.2607,0.1068,0.1801
109990.797,-1.2607,0.1068,0.1752
109990.859,-1.2607,0.1068,0.1752
109990.906,-1.2607,0.1081,0.1764
109990.953,-1.2607,0.1056,0.1740
109991.008,-1.2619,0.1068,0.1740
109991.055,-1.2619,0.1081,0.1764
109991.102,-1.2619,0.1068,0.1764
109991.148,-1.2607,0.1081,0.1764
109991.203,-1.2619,0.1056,0.1764
109991.258,-1.2607,0.1056,0.1716
109991.305,-1.2607,0.1068,0.1752
109991.352,-1.2619,0.1081,0.1777
109991.406,-1.2595,0.1068,0.1764
109991.453,-1.2582,0.1093,0.1752
109991.508,-1.2595,0.1081,0.1752
109991.555,-1.2619,0.1117,0.1801
109991.602,-1.2631,0.1044,0.1716
109991.656,-1.2619,0.1056,0.1716
109991.703,-1.2619,0.1068,0.1752
109991.750,-1.2619,0.1068,0.1752
109991.805,-1.2558,0.1044,0.1740
109991.859,-1.2607,0.1020,0.1691
109991.906,-1.2607,0.1056,0.1728
109991.953,-1.2631,0.1068,0.1801
109992.000,-1.2692,0.1081,0.1789
109992.055,-1.2595,0.1093,0.1789
109992.102,-1.2582,0.1093,0.1752
109992.148,-1.2473,0.1081,0.1728
109992.211,-1.2595,0.1056,0.1789
109992.258,-1.2631,0.1044,0.1716
109992.305,-1.2619,0.1093,0.1764
109992.352,-1.2619,0.1081,0.1752
109992.398,-1.2582,0.1056,0.1752
109992.453,-1.2607,0.1044,0.1752
109992.508,-1.2582,0.1044,0.1740
109992.555,-1.2619,0.1081,0.1752
109992.609,-1.2619,0.1056,0.1789
109992.656,-1.2582,0.1081,0.1777
109992.703,-1.2595,0.1032,0.1716
109992.750,-1.2619,0.1032,0.1642
109992.797,-1.2607,0.1081,0.1752
109992.859,-1.2631,0.1056,0.1764
109992.906,-1.2595,0.1081,0.1764
109992.953,-1.2582,0.1093,0.1764
109993.008,-1.2595,0.1093,0.1764
